Category,Factors,Score G1,Score G2,Score G3,Err Low G1,Err Low G2,Err Low G3,Err High G1,Err High G2,Err High G3
Self Ongoing Health Problems,1,0.02518954213950555,0.0007758120930957315,-0.028838408400167784,0.019711251965352186,-0.0021880840763949757,-0.03575344421829297,0.03066783231365891,0.0037397082625864387,-0.021923372582042598
Ongoing Phy/Emot Problems In Sp/Chld,0,0.018871590800681588,0.008377419861396668,-0.03220813176933823,0.013285430504351596,0.002424287631424973,-0.04055586588405313,0.02445775109701158,0.014330552091368364,-0.02386039765462333
Ongoing Phy/Emot Problems In Sp/Chld,1,-0.023964705918988097,-0.01063834021512432,0.04090054803563943,-0.031112485623389228,-0.01812442375520852,0.030323463707528402,-0.016816926214586966,-0.003152256675040122,0.051477632363750456
Ongoing Drug/Alcohol Probs Fam Mbr,0,0.0006147536979415834,-0.013804193945514263,0.016581832128403896,-0.004083833087692888,-0.017038531376870628,0.012512343771545684,0.005313340483576056,-0.010569856514157898,0.02065132048526211
Ongoing Drug/Alcohol Probs Fam Mbr,1,-0.002724672786040622,0.06118208268206868,-0.07349295643805845,-0.02325596786671026,0.04727412140457791,-0.09213910277316366,0.017806622294629017,0.07509004395955945,-0.05484681010295324
Ongoing Difficulties At Work,0,0.019220879144007726,-0.005374045422502504,-0.014859718392725874,0.015713813911641908,-0.008341195702173738,-0.019896084271381023,0.022727944376373543,-0.0024068951428312694,-0.009823352514070724
Ongoing Difficulties At Work,1,-0.12852106606445782,0.035933738597704386,0.09936001547807213,-0.15355797301135435,0.016042236937126655,0.06841192102494503,-0.10348415911756129,0.055825240258282116,0.13030810993119923
Ongoing Financial Strain,0,0.028341392417462728,-0.006138430420053704,-0.025587484064253863,0.018084570545570593,-0.01230234677441068,-0.03174356491146722,0.038598214289354865,2.5485934303271472e-05,-0.0194314032170405
Ongoing Financial Strain,1,-0.03874543858022947,0.008391831118101972,0.03498057814630491,-0.0523132209683035,-0.00011510194597057731,0.026365626799004047,-0.02517765619215544,0.016898764182174522,0.043595529493605775
Ongoing Housing Problems,0,-0.03355310520392548,0.01774863323087025,0.020504320363040417,-0.04155775569450425,0.014230314285498253,0.01483498222561561,-0.025548454713346713,0.02126695217624225,0.026173658500465224
Ongoing Housing Problems,1,0.15518988723560365,-0.0820910128271107,-0.09483662229302862,0.1233465022710325,-0.09863416963272202,-0.12319666594470989,0.1870332722001748,-0.06554785602149939,-0.06647657864134736
Ongoing Problems Close Relationship,0,0.004514491957196902,0.0015237413836351444,-0.007072204694631583,0.0004535682660339307,-0.0010086461925997276,-0.010366265578741818,0.008575415648359874,0.004056128959870016,-0.0037781438105213483
Ongoing Problems Close Relationship,1,-0.015333312329368265,-0.005175333739871894,0.02402049321787747,-0.028997239366617494,-0.013744930487911209,0.013312991073074779,-0.001669385292119038,0.0033942630081674214,0.03472799536268016
Reg Help Ailing Friend/Fam,0,0.025093398855366152,0.008818587821413624,-0.038978911489646384,0.020251444786119736,0.005514810982123145,-0.04616228195440019,0.02993535292461257,0.012122364660704103,-0.03179554102489258
Reg Help Ailing Friend/Fam,1,-0.049778250514286755,-0.017493599662872783,0.07732320488306031,-0.059694777028592216,-0.02406048534431609,0.06472411629354648,-0.039861723999981294,-0.010926713981429475,0.08992229347257415
Difficulty Paying Bills,0,-0.00788072602192374,0.0018421973595085265,0.007037481885742141,-0.017820051800602497,-0.006331255179746943,-0.00013355092004196586,0.0020585997567550193,0.010015649898763995,0.014208514691526248
Difficulty Paying Bills,1,0.006508727574478182,-0.0015214792035794069,-0.005812288395408427,-0.0013731094625109895,-0.008336419796276993,-0.012137052607617669,0.014390564611467354,0.005293461389118179,0.0005124758168008146
Often Vigorous Activity,0,0.011593452863892514,0.00033275933129975387,-0.013294811824792738,0.008371654548194954,-0.004136028530250356,-0.019529442261659508,0.014815251179590073,0.004801547192849864,-0.007060181387925969
Often Vigorous Activity,1,-0.03562105341923466,-0.001022407910320996,0.040848503700269614,-0.04627458268409913,-0.01450582906233533,0.023989910271362963,-0.02496752415437019,0.012461013241693339,0.057707097129176266
Often Moderate Activity,0,0.05275998994750768,-0.015571269338544599,-0.04235136365461718,0.04391791248339124,-0.022068031276066942,-0.0502973991072673,0.06160206741162411,-0.009074507401022256,-0.03440532820196707
Often Moderate Activity,1,-0.05568763992098212,0.016435318522619684,0.04470143932376358,-0.0661612631045289,0.009753179306044923,0.03814624012539297,-0.045214016737435345,0.023117457739194446,0.05125663852213419
Often Mild Activity,0,0.13091815394312367,-0.0099567315510865,-0.14400627669068441,0.1133228783196927,-0.01911504725832506,-0.17323894270281465,0.14851342956655464,-0.0007984158438479414,-0.11477361067855418
Often Mild Activity,1,-0.11602497283366757,0.008824058947766802,0.12762419754385682,-0.1344769992871406,0.000997342782358513,0.10789643302022608,-0.09757294638019454,0.01665077511317509,0.14735196206748755
Drink Alcohol,0,0.1612736257509625,-0.05716822830938129,-0.1264308277311885,0.14235861414362597,-0.06514991672328696,-0.14827536896745921,0.18018863735829901,-0.049186539895475626,-0.10458628649491776
Drink Alcohol,1,-0.09822487926976366,0.03481872685386531,0.07700361873831167,-0.11193664706960813,0.030053808220036456,0.06600592864499054,-0.08451311146991919,0.03958364548769417,0.0880013088316328
Smoking,0,0.0003975095411865826,-0.0033270249753201376,0.0035752221781918214,-0.0023009083109672267,-0.005186033046068052,0.0004552023095433385,0.0030959273933403924,-0.0014680169045722235,0.006695242046840305
Smoking,1,-0.0019287563788330494,0.01614306067857015,-0.01734733853519292,-0.014495136270275405,0.006779383377360636,-0.03392294394015434,0.010637623512609305,0.02550673797977966,-0.0007717331302315063
