Category,Factors,Score G1,Score G2,Score G3,Err Low G1,Err Low G2,Err Low G3,Err High G1,Err High G2,Err High G3
Often Play Cards And Games,0,-0.004972585458774971,0.011001487946486345,-0.007933084609810076,-0.011491123341418608,0.0055431919721081625,-0.011977964810427177,0.0015459524238686665,0.01645978392086453,-0.0038882044091929748
Often Play Cards And Games,1,0.020012324450971706,-0.044275829556638405,0.03192694513241025,-0.006687622224627161,-0.06646848708674016,0.017062891114500434,0.04671227112657057,-0.022083172026536643,0.04679099915032006
Often Do Writing,0,0.007412105731129081,0.0027478383119584867,-0.011150133061080396,0.004454596203858774,0.00022137818664120243,-0.014332261637241783,0.010369615258399387,0.005274298437275771,-0.007968004484919008
Often Do Writing,1,-0.04119232394079458,-0.015270943236515056,0.06196618204001553,-0.05975710892665152,-0.030010527264566832,0.04624128719546486,-0.02262753895493763,-0.00053135920846328,0.0776910768845662
Often Use Computer,0,0.23563845450775173,-0.060022074888452265,-0.2234321741248331,0.22727749306765727,-0.06713802856786613,-0.24482617657024983,0.2439994159478462,-0.0529061212090384,-0.20203817167941637
Often Use Computer,1,-0.1560050293089507,0.03973776509321398,0.14792383079290858,-0.16184914623347985,0.03554795233416541,0.13980444228968947,-0.15016091238442153,0.04392757785226255,0.1560432192961277
Often Maintenance/Gardening,0,0.01618322035181701,-0.021077947066525153,0.007366885463398493,0.011092644773527175,-0.03007148767262422,-0.004105647055554329,0.021273795930106847,-0.012084406460426087,0.018839417982351316
Often Maintenance/Gardening,1,-0.012923170797473708,0.016831873019032998,-0.00588285378430479,-0.01729573269083149,0.009879662592994373,-0.013988105882775187,-0.008550608904115924,0.023784083445071623,0.002222398314165607
Often Bake Or Cook,0,0.009907341696714925,0.012302907499594479,-0.026657464994293695,0.0036800705853251795,0.009554956251030764,-0.034084937069124625,0.016134612808104673,0.015050858748158194,-0.01922999291946276
Often Bake Or Cook,1,-0.015127029702386215,-0.018784700565418564,0.04070196396806526,-0.025181697986099223,-0.02284423468999275,0.03067761917088596,-0.005072361418673208,-0.014725166440844378,0.05072630876524456
Often Sew Or Knit,0,0.010603953675717993,3.357799853812363e-05,-0.009997816415766698,0.007947544532709846,-0.0023588375922668505,-0.01184686793406412,0.01326036281872614,0.0024259935893430977,-0.008148764897469277
Often Sew Or Knit,1,-0.17493859254965916,-0.0005539526090485507,0.1649388507184024,-0.23209066939818562,-0.041591919773365474,0.13737481616077088,-0.11778651570113269,0.04048401455526837,0.1925028852760339
Often Do Hobby,0,-0.008527344867733325,0.0030084244691734163,0.00415425875980009,-0.013668451969206488,-0.001984484851218011,-0.0010577600977186487,-0.003386237766260164,0.008001333789564843,0.009366277617318829
Often Do Hobby,1,0.023093757187056276,-0.008147415788187434,-0.011250564458116754,0.007743244337966941,-0.021594202452911847,-0.0235895178460422,0.03844427003614561,0.005299370876536978,0.001088388929808691
Often Play Sport/Exercise,0,-0.005535011886558028,0.008626727621844424,-0.005228035401646932,-0.01312782730789137,0.0025065584831265144,-0.011168930322416783,0.002057803534775314,0.014746896760562334,0.0007128595191229197
Often Play Sport/Exercise,1,0.008251047762222411,-0.012859871504952632,0.00779343760874979,-0.0039988803367468455,-0.021793279727723443,2.9095734447757635e-06,0.020500975861191668,-0.003926463282181819,0.015583965644054804
Often Walk For 20 Mins,0,-0.03189188065858526,-0.010443020131071904,0.05016750034216366,-0.041165466069910714,-0.01566739635880096,0.037382239784319954,-0.022618295247259803,-0.005218643903342849,0.06295276090000737
Often Walk For 20 Mins,1,0.027365071557633455,0.008960713111400013,-0.04304660648356413,0.018915075084031008,0.004462744692200869,-0.05345514065182685,0.0358150680312359,0.013458681530599157,-0.03263807231530141
Self Ongoing Health Problems,0,-0.04188100822623236,-0.009709959069796072,0.0586177831103702,-0.0542358275921982,-0.018017869137621545,0.045049207303830704,-0.029526188860266513,-0.001402049001970598,0.0721863589169097
Self Ongoing Health Problems,1,0.01713545095779883,0.003972791833089367,-0.023983237039491817,0.012370367361248292,0.0004375145998881764,-0.030436606679522776,0.021900534554349368,0.007508069066290558,-0.017529867399460858
Ongoing Phy/Emot Problems In Sp/Chld,0,0.02054705521058373,0.010077584898112567,-0.03613008739195274,0.013616994855370813,0.003084499619255671,-0.04745466576727867,0.027477115565796646,0.017070670176969463,-0.024805509016626807
Ongoing Phy/Emot Problems In Sp/Chld,1,-0.026092349120089384,-0.012797350313900443,0.04588097147296215,-0.0348195351525679,-0.02157381723139635,0.03164988868004048,-0.017365163087610862,-0.004020883396404535,0.06011205426588381
Ongoing Drug/Alcohol Probs Fam Mbr,0,-0.0014427748078876864,-0.01355658834065339,0.01886652071097957,-0.006208360127416879,-0.016739000776900586,0.013975374697559304,0.003322810511641506,-0.010374175904406197,0.02375766672439984
Ongoing Drug/Alcohol Probs Fam Mbr,1,0.006394576020606734,0.06008466064866815,-0.08361900989062865,-0.014229181808621625,0.04668270028015874,-0.10600080546822263,0.027018333849835093,0.07348662101717757,-0.061237214313034666
Ongoing Difficulties At Work,0,0.012128966739915781,-0.004944843837010958,-0.007299326552513936,0.008389338640488853,-0.0074809341526936995,-0.012730732084868749,0.01586859483934271,-0.0024087535213282163,-0.0018679210201591233
Ongoing Difficulties At Work,1,-0.08110075111524262,0.0330638675106097,0.048807196749590984,-0.10783860409561027,0.01635789817278282,0.014956583940832692,-0.05436289813487497,0.049769836848436576,0.08265780955834928
Ongoing Financial Strain,0,0.01799624500149862,-0.0009257006621447958,-0.019569953481861253,0.01042463511879145,-0.006724364589558652,-0.02329632536808629,0.025567854884205793,0.004872963265269061,-0.015843581595636216
Ongoing Financial Strain,1,-0.024602616382062358,0.001265522795087141,0.026754028859295023,-0.034538029333405135,-0.0066362591134443765,0.02150845762524747,-0.01466720343071958,0.009167304703618658,0.03199960009334258
Ongoing Housing Problems,0,-0.03421673583463321,0.019172815764555855,0.018995671519258756,-0.04089016280546375,0.016344923675811585,0.014147525543641997,-0.027543308863802664,0.022000707853300126,0.023843817494875515
Ongoing Housing Problems,1,0.15825931291527445,-0.0886781446428488,-0.08785881673608695,0.1325884694023272,-0.1020013841844113,-0.11189561636979439,0.1839301564282217,-0.0753549051012863,-0.0638220171023795
Ongoing Problems Close Relationship,0,-0.002102591797858223,0.0026597128528586885,-0.0009739485096156618,-0.007659094598574367,0.0001154305241570599,-0.005617115499559315,0.003453911002857921,0.005203995181560317,0.003669218480327991
Ongoing Problems Close Relationship,1,0.007141378707371995,-0.009033620674482162,0.003307981680386531,-0.011375894374605837,-0.017727602008396,-0.011831648924255493,0.025658651789349826,-0.0003396393405683245,0.018447612285028555
Reg Help Ailing Friend/Fam,0,0.02351264487341602,0.010122388748107277,-0.03863600525481358,0.018516693811692502,0.006091545844728752,-0.04603120411097122,0.028508595935139536,0.014153231651485802,-0.031240806398655948
Reg Help Ailing Friend/Fam,1,-0.046642478904848406,-0.020079974251815205,0.07664297529125401,-0.05682597476437046,-0.02817176263086342,0.06365525928832724,-0.036458983045326354,-0.011988185872766989,0.08963069129418078
Difficulty Paying Bills,0,-0.016146305006961854,0.0069500210337594005,0.010003063719618243,-0.02588909517278299,-0.0019985703970630143,0.002478575179603401,-0.00640351484114072,0.015898612464581817,0.017527552259633084
Difficulty Paying Bills,1,0.013335306966945423,-0.0057400540787472774,-0.008261575961404682,0.005789198870597345,-0.013171162933635515,-0.014921151341399711,0.020881415063293503,0.0016910547761409597,-0.0016020005814096532
Often Vigorous Activity,0,0.004377632074791458,-0.00040437813879185165,-0.005269202017156431,-0.00022746237851347696,-0.005066183282173461,-0.012556557111266195,0.008982726528096393,0.004257427004589758,0.0020181530769533326
Often Vigorous Activity,1,-0.013450338550265683,0.0012424577433990574,0.016189700232830343,-0.029200546692771816,-0.012800053081552475,-0.0032051458955801963,0.0022998695922404506,0.015284968568350592,0.03558454636124088
Often Moderate Activity,0,0.04419177532186215,-0.016350917728318756,-0.030988512737042114,0.03551758052903722,-0.02371009760952416,-0.039190823093164004,0.052865970114687084,-0.008991737847113351,-0.022786202380920228
Often Moderate Activity,1,-0.04664397536923821,0.017258229573927943,0.03270806421123454,-0.05697579239580049,0.009676779123858644,0.025828905454849484,-0.036312158342675926,0.024839680023997245,0.039587222967619594
Often Mild Activity,0,0.11952888157205802,-0.003576204760430796,-0.1378312638118672,0.10884757217773156,-0.0162692897445701,-0.16522646042142325,0.13021019096638448,0.009116880223708509,-0.11043606720231115
Often Mild Activity,1,-0.10593133816461912,0.003169377566665646,0.12215165091885954,-0.11790977338414362,-0.007533608742960085,0.1038798987449012,-0.09395290294509463,0.013872363876291377,0.1404234030928179
Drink Alcohol,0,0.14532534273402287,-0.058075266396899784,-0.10404707838500821,0.13636354117643518,-0.06408336600287698,-0.11746828559474692,0.15428714429161056,-0.05206716679092259,-0.09062587117526949
Drink Alcohol,1,-0.08851146105519508,0.035371165023620116,0.063370632768688,-0.09521677183590385,0.031776562471188374,0.05657181824144997,-0.08180615027448632,0.03896576757605186,0.07016944729592603
Education,0,0.47521795519983107,-0.20002376296795285,-0.4758322022850129,0.3272756143969383,-0.33126149238293495,-0.5776080915769846,0.6231602960027238,-0.06878603355297075,-0.3740563129930412
Education,0,0.4656547145226479,-0.19192557800715493,-0.46565801323406564,0.3153369785047575,-0.3253662816732578,-0.5682523654690765,0.6159724505405383,-0.05848487434105204,-0.3630636609990548
Education,1,0.4656547145226479,-0.19192557800715493,-0.46565801323406564,0.3153369785047575,-0.3253662816732578,-0.5682523654690765,0.6159724505405383,-0.05848487434105204,-0.3630636609990548
Education,2,0.4656547145226479,-0.19192557800715493,-0.46565801323406564,0.3153369785047575,-0.3253662816732578,-0.5682523654690765,0.6159724505405383,-0.05848487434105204,-0.3630636609990548
Education,4,0.380620001512701,-0.10853700668264889,-0.42174356392863727,0.34440376879031687,-0.14173954284881085,-0.49053287855889005,0.4168362342350851,-0.07533447051648692,-0.3529542492983845
Education,5,0.380620001512701,-0.10853700668264889,-0.42174356392863727,0.34440376879031687,-0.14173954284881085,-0.49053287855889005,0.4168362342350851,-0.07533447051648692,-0.3529542492983845
Education,6,0.37527395409859227,-0.10544659800968163,-0.4154165197016333,0.3427801013730938,-0.13359618205682536,-0.48795486228219853,0.40776780682409075,-0.07729701396253791,-0.34287817712106805
Education,7,0.3645769282684047,-0.1040669618218246,-0.3919925186425944,0.33710955185293395,-0.13305798851738276,-0.435613622056176,0.39204430468387547,-0.07507593512626642,-0.34837141522901277
Education,8,0.1956114739813537,0.012855601260871595,-0.2697815714137032,0.17314945442633925,-0.013354903738798133,-0.315698672295626,0.21807349353636815,0.03906610626054132,-0.22386447053178035
Education,9,0.14930509590671137,0.05013570731188476,-0.2535066455624313,0.12418076780571974,0.014645165250738605,-0.31639963246549857,0.174429424007703,0.08562624937303093,-0.19061365865936403
Education,10,0.13662027320847894,0.054682925022369475,-0.24124934496082176,0.1209734205930385,0.01988825268461438,-0.29435912974108736,0.15226712582391938,0.08947759736012456,-0.1881395601805562
Education,11,0.07963499880094024,0.03584065989623349,-0.10764759013960629,0.06923220167034691,0.029339349119938105,-0.12789099794938333,0.09003779593153358,0.04234197067252887,-0.08740418232982924
Education,12,-0.03355548548400398,0.005222782016515926,0.06348173359791376,-0.040176662419755586,-0.0017654421196489061,0.05424204074823773,-0.02693430854825237,0.012211006152680759,0.07272142644758979
Education,13,-0.03371450670944635,-0.00783866510007215,0.0810921163680759,-0.04583145919084103,-0.025743191887637212,0.06061670716871279,-0.02159755422805167,0.010065861687492912,0.101567525567439
Education,14,-0.03156987619357831,-0.003036176968985129,0.07334440160315969,-0.047260691733597426,-0.010735180949872367,0.05630083415635596,-0.015879060653559197,0.004662827011902109,0.09038796904996343
Education,15,-0.21443827723157155,-0.01794770201970398,0.25570347914683633,-0.2484262227990267,-0.026213992653314158,0.22980897649276147,-0.1804503316641164,-0.009681411386093802,0.28159798180091117
Education,16,-0.28587294606999114,-0.05417032704862928,0.34363605496596433,-0.33635437913276467,-0.061678560866034585,0.30302706866604634,-0.2353915130072176,-0.04666209323122397,0.3842450412658823
Smoking,0,-0.012116264223526373,0.0024247642876273822,0.01176397838765043,-0.015572948270796546,0.00013005715568765444,0.008605766119730827,-0.008659580176256199,0.00471947141956711,0.014922190655570034
Smoking,1,0.05878933582070695,-0.01176520083761387,-0.05708000942041478,0.043939300526125796,-0.02266675988480389,-0.07381718748552232,0.07363937111528811,-0.0008636417904238497,-0.04034283135530723
Age,60,-0.1958112302474857,0.042827770151395564,0.19261367895016696,-0.22785401526030868,0.035037519209730715,0.16281033471310977,-0.16376844523466272,0.05061802109306041,0.22241702318722414
Age,60,-0.1958112302474857,0.042827770151395564,0.19261367895016696,-0.22785401526030868,0.035037519209730715,0.16281033471310977,-0.16376844523466272,0.05061802109306041,0.22241702318722414
Age,61,-0.19657093180298105,0.04349201803844644,0.1925042323867574,-0.22968509709421955,0.03541978207683582,0.16216269961812135,-0.16345676651174254,0.05156425400005706,0.22284576515539345
Age,62,-0.19922821246055558,0.04394147835162647,0.1943226452350919,-0.23847575825542847,0.036027662845971455,0.15949118846702826,-0.1599806666656827,0.051855293857281486,0.22915410200315556
Age,63,-0.19185348063875926,0.04625805791487112,0.18484367215181552,-0.2176765454887245,0.038151093280012115,0.1673294459189693,-0.16603041578879402,0.05436502254973013,0.20235789838466173
Age,64,-0.19185348063875926,0.04625805791487112,0.18484367215181552,-0.2176765454887245,0.038151093280012115,0.1673294459189693,-0.16603041578879402,0.05436502254973013,0.20235789838466173
Age,65,-0.18763706778217623,0.0482016064756875,0.17847334834777712,-0.2156622024625643,0.040160980815296954,0.15679863660216573,-0.15961193310178817,0.05624223213607804,0.2001480600933885
Age,66,-0.18642967523939713,0.06433322990469391,0.15798498070555425,-0.21912050336589084,0.03955907937791353,0.13931380073766073,-0.15373884711290342,0.08910738043147429,0.17665616067344778
Age,67,-0.18642967523939713,0.06433322990469391,0.15798498070555425,-0.21912050336589084,0.03955907937791353,0.13931380073766073,-0.15373884711290342,0.08910738043147429,0.17665616067344778
Age,68,-0.18167645831093485,0.0599384413122942,0.1586828027988439,-0.20635571323316082,0.044884608887485744,0.14026413790421205,-0.15699720338870887,0.07499227373710265,0.17710146769347573
Age,69,-0.18167645831093485,0.0599384413122942,0.1586828027988439,-0.20635571323316082,0.044884608887485744,0.14026413790421205,-0.15699720338870887,0.07499227373710265,0.17710146769347573
Age,70,-0.179384164416948,0.0598010583910315,0.15650854882542828,-0.20482534260662735,0.044632287530359,0.13922725316833381,-0.15394298622726862,0.074969829251704,0.17378984448252274
Age,71,-0.08082364352359703,0.01438137016645334,0.10747484405635462,-0.11703836111721069,-0.017066263075081946,0.0806210512353756,-0.044608925929983355,0.04582900340798863,0.13432863687733365
Age,72,-0.10947304252807405,0.04416293866936453,0.09861206393106023,-0.15664819735854016,0.020100695788315172,0.07596268399052745,-0.06229788769760795,0.06822518155041388,0.121261443871593
Age,73,0.052902643657907596,-0.0012946305566638797,-0.034167215912763615,0.009900818251522808,-0.0141928238742915,-0.07665824295974001,0.09590446906429238,0.011603562760963741,0.00832381113421278
Age,74,0.11771886770268086,-0.016799075608173217,-0.09248435906842675,0.09173075566323535,-0.02996687591934085,-0.1148670542805172,0.14370697974212637,-0.0036312752970055814,-0.0701016638563363
Age,75,0.11771886770268086,-0.016799075608173217,-0.09248435906842675,0.09173075566323535,-0.02996687591934085,-0.1148670542805172,0.14370697974212637,-0.0036312752970055814,-0.0701016638563363
Age,76,0.11771886770268086,-0.016799075608173217,-0.09248435906842675,0.09173075566323535,-0.02996687591934085,-0.1148670542805172,0.14370697974212637,-0.0036312752970055814,-0.0701016638563363
Age,77,0.11771886770268086,-0.016799075608173217,-0.09248435906842675,0.09173075566323535,-0.02996687591934085,-0.1148670542805172,0.14370697974212637,-0.0036312752970055814,-0.0701016638563363
Age,78,0.2245430712528911,-0.030380949095140383,-0.2259147615330821,0.15273806391366973,-0.05026235268095876,-0.30886088059036654,0.2963480785921125,-0.010499545509322007,-0.14296864247579763
Age,79,0.25500053061946015,-0.023109279090866363,-0.2852870455203976,0.21023677080216194,-0.033694837149377044,-0.35293162300368797,0.2997642904367584,-0.012523721032355682,-0.21764246803710716
Age,80,0.3341770004677399,-0.04866838390126932,-0.38241139558355236,0.28526217698470896,-0.08213354598173692,-0.4497583852475883,0.38309182395077085,-0.015203221820801721,-0.3150644059195164
Age,81,0.36416438552107955,-0.0854094903456874,-0.37824348557063425,0.31487009711958797,-0.11118163576742487,-0.44136563559368724,0.41345867392257113,-0.05963734492394992,-0.31512133554758126
Age,82,0.3621424832479565,-0.08277715742176504,-0.379144658205973,0.31560934087541814,-0.10865551835064863,-0.4436912006316311,0.40867562562049486,-0.05689879649288145,-0.3145981157803149
Age,83,0.5507071280481423,-0.20986692001571902,-0.5091511494293092,0.47383779209775456,-0.2402273884123473,-0.6094636501049351,0.62757646399853,-0.17950645161909073,-0.40883864875368325
Age,84,0.5507071280481423,-0.20986692001571902,-0.5091511494293092,0.47383779209775456,-0.2402273884123473,-0.6094636501049351,0.62757646399853,-0.17950645161909073,-0.40883864875368325
Age,85,0.5507071280481423,-0.20986692001571902,-0.5091511494293092,0.47383779209775456,-0.2402273884123473,-0.6094636501049351,0.62757646399853,-0.17950645161909073,-0.40883864875368325
Age,86,0.5986288937518306,-0.25448282137543016,-0.535020269014958,0.5367272490032848,-0.2863242552309957,-0.6209696983104135,0.6605305385003764,-0.2226413875198646,-0.44907083971950257
Age,87,0.5952582347935222,-0.25735291603698884,-0.5206879404800814,0.5356260833689829,-0.2895943048395016,-0.600498498745183,0.6548903862180616,-0.2251115272344761,-0.4408773822149797
Age,88,0.6138901729155155,-0.2574691408676873,-0.5675418990025884,0.541458213861957,-0.29264457296229657,-0.6847093494855532,0.686322131969074,-0.222293708773078,-0.4503744485196237
Age,89,0.6132906466939391,-0.2565074140659684,-0.5681443755754785,0.5415035736336451,-0.2923581794663097,-0.6862865826328707,0.685077719754233,-0.22065664866562706,-0.4500021685180863
Age,90,0.6858705548639926,-0.3174151986017494,-0.6314264655039947,0.5070386356375676,-0.4288818056596983,-0.8420783928470933,0.8647024740904177,-0.20594859154380046,-0.42077453816089616
Age,91,0.6890148248149032,-0.31996265948319613,-0.6339413777565291,0.5119196585212578,-0.4309735989823451,-0.8423888626369859,0.8661099911085486,-0.20895171998404719,-0.4254938928760724
Age,92,0.8820872941115817,-0.5017170466348772,-0.7569136916092225,0.6221396857947998,-0.6912903126779866,-1.0284042864572838,1.1420349024283636,-0.3121437805917677,-0.48542309676116135
Age,93,0.8820872941115817,-0.5017170466348772,-0.7569136916092225,0.6221396857947998,-0.6912903126779866,-1.0284042864572838,1.1420349024283636,-0.3121437805917677,-0.48542309676116135
Age,94,0.8820872941115817,-0.5017170466348772,-0.7569136916092225,0.6221396857947998,-0.6912903126779866,-1.0284042864572838,1.1420349024283636,-0.3121437805917677,-0.48542309676116135
Age,96,0.8820872941115817,-0.5017170466348772,-0.7569136916092225,0.6221396857947998,-0.6912903126779866,-1.0284042864572838,1.1420349024283636,-0.3121437805917677,-0.48542309676116135
