Category,Factors,Score G1,Score G2,Score G3,Score G4,Score G5,Err Low G1,Err Low G2,Err Low G3,Err Low G4,Err Low G5,Err High G1,Err High G2,Err High G3,Err High G4,Err High G5
Ongoing Problems Close Relationship,0,0.021380490752338114,-0.007889685285847926,-0.006415379771915659,0.00943538936659058,-0.015618362722731888,0.01532102792040544,-0.0138601231513552,-0.010492309839013286,0.004147622564314707,-0.021390370674531735,0.027439953584270788,-0.0019192474203406518,-0.0023384497048180315,0.014723156168866453,-0.009846354770932042
Ongoing Problems Close Relationship,1,-0.07261808096438072,0.026797037145114798,0.02178961058895596,-0.03204696640925336,0.053047216823420174,-0.0956381479790678,0.006588729360805592,0.008617731887151911,-0.049595618277511015,0.03506138602583646,-0.049598013949693626,0.047005344929424,0.03496148929076001,-0.014498314540995698,0.07103304762100389
Reg Help Ailing Friend/Fam,0,0.013971026532035243,0.032364692361988405,0.01689728888247693,-0.03592823772345786,-0.026853649832150744,0.008715804423591319,0.025895941809776578,0.009253027792744258,-0.04412436682378847,-0.03262620983525948,0.019226248640479168,0.03883344291420023,0.024541549972209607,-0.027732108623127243,-0.021081089829042006
Reg Help Ailing Friend/Fam,1,-0.027714589907165025,-0.06420245314310467,-0.03351947194767275,0.07127152556110107,0.05327009371159295,-0.038937602381591246,-0.0787066027452056,-0.049108905558226466,0.05645492654980041,0.042887275811062796,-0.016491577432738807,-0.04969830354100375,-0.01793003833711903,0.08608812457240174,0.0636529116121231
Difficulty Paying Bills,0,0.00524065767631397,-0.02666374086958727,-0.01163252404973907,0.016078447997595065,0.020972190360815348,-0.006097721815071196,-0.04201196231589108,-0.018795646900498064,0.005263416046226984,0.008042981878651864,0.016579037167699137,-0.011315519423283456,-0.004469401198980077,0.026893479948963146,0.03390139884297883
Difficulty Paying Bills,1,-0.004328283083479026,0.02202170522789719,0.00960735468187679,-0.013279263553336251,-0.017321027697055152,-0.012926151827119842,0.010466481403526814,0.0036832389959386876,-0.02273012578587923,-0.029376897571122215,0.004269585660161789,0.033576929052267564,0.015531470367814892,-0.0038284013207932725,-0.00526515782298809
Often Vigorous Activity,0,0.04867997008034114,-0.012614431489912184,-0.002439234436246784,0.002087441882100179,-0.02694325045028944,0.04519621938250836,-0.01662710138722648,-0.00502414780497815,-0.002341658256889414,-0.03380566851686901,0.05216372077817392,-0.00860176159259789,0.00014567893248458108,0.0065165420210897725,-0.020080832383709866
Often Vigorous Activity,1,-0.14956991976731718,0.038758025174268206,0.0074945834666904085,-0.00641369570090897,0.08278353091568463,-0.16557654927383483,0.025738105521634504,-0.0003436090780208024,-0.019023115506853656,0.06599860351438308,-0.13356329026079952,0.05177794482690191,0.015332776011401619,0.006195724105035714,0.09956845831698619
Often Moderate Activity,0,0.07734643295565394,0.024193716510956344,-0.014148009139571758,-0.021048607953608366,-0.060186950631433554,0.06380053616448683,0.01611423374163257,-0.024080338519843293,-0.033886652146289525,-0.06914218079811633,0.09089232974682104,0.03227319928028012,-0.004215679759300222,-0.00821056376092721,-0.051231720464750774
Often Moderate Activity,1,-0.08163838378082008,-0.025536224983229012,0.014933081665616472,0.02221659446343079,0.0635267223902026,-0.10259257940604231,-0.0348078603273613,0.0047199476383727405,0.01031947840917094,0.056427075473995225,-0.060684188155597854,-0.016264589639096726,0.025146215692860206,0.03411371051769064,0.07062636930640998
Often Mild Activity,0,0.1703725915251775,0.0814411150880549,-0.002830099309028537,-0.1303300133116036,-0.10303493766145823,0.15995121986515487,0.06847451374700442,-0.008585542843368436,-0.14186513271110796,-0.11924014010003937,0.18079396318520013,0.09440771642910539,0.0029253442253113606,-0.11879489391209924,-0.08682973522287708
Often Mild Activity,1,-0.1509910941144043,-0.07217641618854705,0.0025081486834077392,0.11550373877453061,0.09131373673572354,-0.16527035703014423,-0.08495164102398889,-0.0024997125707160346,0.10794354754504616,0.08100958059646761,-0.1367118311986644,-0.0594011913531052,0.007516009937531513,0.12306393000401507,0.10161789287497948
Drink Alcohol,0,0.17539042980140834,0.1085828849623315,-0.06191035553095634,-0.05159146090822061,-0.17607357834543433,0.15727160171445428,0.09662528194728043,-0.07958200559396769,-0.06576461271040142,-0.19739155768462996,0.1935092578883624,0.12054048797738257,-0.04423870546794499,-0.0374183091060398,-0.1547555990062387
Drink Alcohol,1,-0.10682282184762301,-0.06613319888186364,0.03770695406183016,0.031422155950570595,0.10723889845623033,-0.12242255925977931,-0.07468036819464781,0.027788099039908747,0.02351687122228648,0.09803110356277828,-0.09122308443546671,-0.057586029569079475,0.04762580908375157,0.039327440678854714,0.11644669334968238
Smoking,0,-0.006487985877365857,0.0019838289603095393,-7.58611290624352e-05,-0.0030918109033206396,0.009129808787419896,-0.009867437262145718,-0.0029085023271554645,-0.0041605765867288235,-0.007527332643596198,0.004966165241135025,-0.003108534492585996,0.006876160247774543,0.004008854328603953,0.0013437108369549196,0.013293452333704768
Smoking,1,0.03148036172765585,-0.009625738165401077,0.0003680858480726891,0.015001778282162497,-0.04429875288954831,0.01696866109630262,-0.0326606554141797,-0.019990848688406095,-0.007343588379152088,-0.0682007713363799,0.04599206235900908,0.013409179083377552,0.020727020384551473,0.03734714494347708,-0.020396734442716714
