Category,Factors,Score G1,Score G2,Score G3,Score G4,Score G5,Err Low G1,Err Low G2,Err Low G3,Err Low G4,Err Low G5,Err High G1,Err High G2,Err High G3,Err High G4,Err High G5
Often Do Hobby,0,-0.007119866601360588,-0.009867596718180811,0.0069592999643127585,-0.020465061384973768,0.029349965353208607,-0.01400940770510124,-0.01828170171449049,0.002431184358398033,-0.026612405156913682,0.017415855699702117,-0.00023032549761993742,-0.0014534917218711335,0.011487415570227484,-0.014317717613033852,0.0412840750067151
Often Do Hobby,1,0.019282024246283253,0.026723427533901813,-0.018847177645630826,0.05542348360169147,-0.07948558242088337,-0.005785464222392841,0.002410638454042824,-0.031090058003425652,0.04168152099052614,-0.10600276195888511,0.04434951271495935,0.0510362166137608,-0.006604297287836002,0.06916544621285681,-0.05296840288288163
Often Play Sport/Exercise,0,0.03681117815230814,-0.041682422773978246,0.011236929554063392,0.006350674803664472,-0.012312105875395205,0.02437617219888468,-0.053960542863479156,0.004274044750847657,-0.005974849696014353,-0.028640607270504832,0.049246184105731595,-0.029404302684477336,0.018199814357279128,0.0186761993033433,0.004016395519714423
Often Play Sport/Exercise,1,-0.05487446013548651,0.062136029371223644,-0.016750902139247573,-0.009466957289582805,0.018353668558171388,-0.08166955049545824,0.04299774376005833,-0.02711800194794102,-0.026221780422100653,-0.000833274335691709,-0.02807936977551478,0.08127431498238896,-0.006383802330554127,0.007287865842935044,0.03754061145203448
Often Walk For 20 Mins,0,-0.07131954247342762,-0.0073319469365199005,0.001978241667766289,0.02245475658322518,0.049425089979733536,-0.10281325157795794,-0.021292285961539148,-0.007195403297279589,0.0069105340154091924,0.025799344909705715,-0.03982583336889729,0.006628392088499349,0.011151886632812167,0.03799897915104117,0.07305083504976136
Often Walk For 20 Mins,1,0.061196277639952834,0.006291233017035219,-0.0016974453584675522,-0.019267475232564616,-0.04240957560694318,0.030685938313358925,-0.006331060866984057,-0.00951243102474291,-0.0316762284189514,-0.060426232110914836,0.09170661696654675,0.018913526901054495,0.006117540307807806,-0.00685872204617783,-0.024392919102971526
Self Ongoing Health Problems,0,0.03369248697657132,-0.08396521378883974,-0.011087890955366442,0.00038974045187442803,0.07829901049824936,0.00030438112891387203,-0.11077095240716672,-0.021637414553565118,-0.018285085740559856,0.058722681357873605,0.06708059282422876,-0.05715947517051276,-0.0005383673571677672,0.019064566644308716,0.09787533963862512
Self Ongoing Health Problems,1,-0.013785149467144316,0.03435403931222864,0.004536567282831029,-0.00015946078383045252,-0.03203573436411578,-0.025620751827636144,0.024661091965826137,0.00019613458861415713,-0.008062458283974356,-0.04158476784169624,-0.00194954710665249,0.044046986658631146,0.008876999977047901,0.007743536716313452,-0.022486700886535323
Ongoing Phy/Emot Problems In Sp/Chld,0,-0.012665684837226458,0.0645060501376654,0.0006818901179244758,-0.0260789221516094,-0.02980594778740104,-0.021006901610325306,0.05309247934846693,-0.007017773018442573,-0.03801777105262457,-0.04122477404883682,-0.004324468064127611,0.07591962092686387,0.008381553254291525,-0.014140073250594229,-0.018387121525965257
Ongoing Phy/Emot Problems In Sp/Chld,1,0.01608393354818588,-0.08191511451640952,-0.0008659204365820614,0.03311717102433841,0.03785005625153665,0.006189674900260766,-0.09617801896000758,-0.0106124556390048,0.01810471841074083,0.023472417355677264,0.025978192196110993,-0.06765221007281147,0.008880614765840678,0.048129623637935985,0.052227695147396044
Ongoing Drug/Alcohol Probs Fam Mbr,0,-0.005309333107900886,-0.0008819432425520423,-0.021042034220950582,0.011140070408210289,0.023849993293937468,-0.011703974067240705,-0.006012120759088068,-0.029751026930277306,0.004945343450891372,0.013016035482429444,0.0010853078514389321,0.004248234273983983,-0.012333041511623859,0.017334797365529207,0.03468395110544549
Ongoing Drug/Alcohol Probs Fam Mbr,1,0.02353169322862156,0.003908893529002109,0.09326118443326148,-0.04937432141922844,-0.10570644453678057,-0.003950678478685975,-0.01894265878733558,0.05868490759676308,-0.07743199304727652,-0.15957851715686636,0.051014064935929096,0.0267604458453398,0.12783746126975987,-0.021316649791180364,-0.051834371916694794
Ongoing Difficulties At Work,0,0.01788844369886669,0.005609047797980217,-0.007563616354871365,-0.00112965766846879,-0.010678791821390903,0.014875477203491924,0.001967300397431257,-0.01175344921797537,-0.004279935429822802,-0.017507959424576315,0.02090141019424146,0.009250795198529178,-0.003373783491767361,0.002020620092885222,-0.003849624218205492
Ongoing Difficulties At Work,1,-0.11961169086946402,-0.03750509002225624,0.05057437955608249,0.007553494652962395,0.07140410690285441,-0.14247853214135586,-0.06438642860021544,0.02252535772425147,-0.012921398342645359,0.031171346424880952,-0.0967448495975722,-0.01062375144429704,0.0786234013879135,0.02802838764857015,0.11163686738082787
Ongoing Financial Strain,0,-0.008915650090113112,0.03450966941083424,-0.028885757910292534,0.019138953728733376,-0.016169909270925188,-0.023203618831382916,0.020185577961904344,-0.03499921911291516,0.011515278171983591,-0.02342201206494505,0.005372318651156694,0.04883376085976414,-0.022772296707669906,0.02676262928548316,-0.008917806476905328
Ongoing Financial Strain,1,0.012188560388319149,-0.047178072865525264,0.039489639128210935,-0.026164810298084856,0.022105837895194116,-0.005922936296101879,-0.06641715164941978,0.030983189145376944,-0.03705108579832904,0.011619180966119653,0.030300057072740177,-0.027938994081630752,0.04799608911104493,-0.015278534797840668,0.032592494824268584
Ongoing Housing Problems,0,-0.031696419051500356,-0.03901390703911549,0.02873727882095527,0.007210452184277261,0.04055060752033859,-0.035604347403279855,-0.04592598502396936,0.02125305141674057,0.004298303339195594,0.037593225378585664,-0.02778849069972086,-0.03210182905426162,0.03622150622516997,0.010122601029358927,0.04350798966209151
Ongoing Housing Problems,1,0.14660233884401538,0.18044719847009316,-0.13291571771307745,-0.033349797420978676,-0.18755474851491014,0.13300694979897396,0.15319514294153755,-0.1701091790320313,-0.04796181196532959,-0.20868323034813835,0.1601977278890568,0.20769925399864878,-0.0957222563941236,-0.018737782876627765,-0.16642626668168192
Ongoing Problems Close Relationship,0,0.014787587119910238,-0.013625097439073763,-0.006401652219641883,0.015278241939097895,-0.00948513874426635,0.0087431069188833,-0.021243378006551735,-0.010767209147809832,0.00977741793675271,-0.016525946218841656,0.020832067320937175,-0.006006816871595791,-0.0020360952914739334,0.02077906594144308,-0.0024443312696910456
Ongoing Problems Close Relationship,1,-0.05022551685929108,0.046277161756450025,0.021742985442975586,-0.05189200860627947,0.03221593841171273,-0.07292359270391396,0.01997822724970389,0.007713364087054192,-0.07016674221645798,0.009941276591636041,-0.027527441014668193,0.07257609626319617,0.03577260679889698,-0.033617274996100954,0.05449060023178942
Reg Help Ailing Friend/Fam,0,0.007829134502067948,0.03760493619510063,0.020123691292461363,-0.038759967007419335,-0.02759781242206616,0.0035097805806227405,0.02877114720227883,0.011510232470015562,-0.04845004387791801,-0.03540106997058695,0.012148488423513154,0.04643872518792243,0.028737150114907163,-0.029069890136920663,-0.019794554873545367
Reg Help Ailing Friend/Fam,1,-0.015530802375567528,-0.07459762407168634,-0.03991974750818171,0.0768888805674171,0.05474630313374735,-0.024948274742883178,-0.0940884598599306,-0.057613369837631025,0.05976790737384104,0.04103382552867049,-0.006113330008251877,-0.05510678828344208,-0.022226125178732396,0.09400985376099318,0.06845878073882421
Difficulty Paying Bills,0,-0.006858281492182709,-0.03210548418609715,-0.00829882198110657,0.026060532658809636,0.02192491478018178,-0.017015416820546057,-0.05384634617000311,-0.01720724721127693,0.011983523388766258,0.008741765209625888,0.0032988538361806395,-0.010364622202191184,0.0006096032490637872,0.040137541928853014,0.03510806435073767
Difficulty Paying Bills,1,0.005664285972830501,0.026516065858994756,0.006854034934579366,-0.02152351281469595,-0.018107887141471577,-0.0019960646102436105,0.010406242067329135,-0.00045406962156211827,-0.033905967830691525,-0.03050840945878496,0.013324636555904611,0.04262588965066037,0.01416213949072085,-0.009141057798700381,-0.005707364824158191
Often Vigorous Activity,0,0.04086593746442084,-0.0204821383524202,-0.004933354552763286,0.007234820094108201,-0.01577645951920942,0.03527504545374142,-0.025851860067968774,-0.007901615728637562,-4.7741734415573944e-05,-0.024079758788704077,0.04645682947510026,-0.015112416636871627,-0.0019650933768890094,0.014517381922631975,-0.007473160249714766
Often Vigorous Activity,1,-0.12556119031465912,0.0629316695342782,0.015157803988431754,-0.022229090511371043,0.048473402522763914,-0.15070315860970074,0.04501860386122654,0.006036490375838572,-0.042924758620783904,0.028467709287462013,-0.10041922201961749,0.08084473520732986,0.024279117601024934,-0.0015334224019581816,0.06847909575806582
Often Moderate Activity,0,0.06695418389066296,0.021366004370483926,-0.018043036033001173,-0.016203285297210372,-0.04657101716981772,0.05094919943752464,0.01102766068271061,-0.030927362782259285,-0.0324620456237545,-0.056343250809084956,0.08295916834380128,0.03170434805825724,-0.005158709283743061,5.547502933375692e-05,-0.03679878353055049
Often Moderate Activity,1,-0.07066946918329714,-0.022551603196236867,0.01904424346340383,0.01710240502444637,0.04915524126306618,-0.09556505921126437,-0.03461604288421072,0.005869762049613481,0.0022027457541774053,0.04142148672186301,-0.045773879155329905,-0.010487163508263016,0.03221872487719418,0.03200206429471533,0.05688899580426936
Often Mild Activity,0,0.16432937522142124,0.08498308975828725,0.00212593781908016,-0.13556024320565668,-0.09990017313853781,0.15361769896240862,0.07179545510321192,-0.005304068519398781,-0.14573974263498016,-0.12190008313924425,0.17504105148043386,0.09817072441336258,0.009555944157559101,-0.1253807437763332,-0.07790026313783138
Often Mild Activity,1,-0.145635350954629,-0.07531545766227407,-0.0018840922383613983,0.12013898043578243,0.08853558139471715,-0.16156994534445177,-0.08855765769549732,-0.008287033760258232,0.11348458786789142,0.07467084280437336,-0.12970075656480626,-0.06207325762905082,0.004518849283535435,0.12679337300367344,0.10240031998506094
Drink Alcohol,0,0.1576792000083639,0.10926246437914382,-0.07116967440772505,-0.04406851589896526,-0.15408014729329067,0.13970598602977852,0.09343571353046322,-0.09375472904367724,-0.05976143346700451,-0.17521914307335434,0.1756524139869493,0.12508921522782443,-0.04858461977177286,-0.028375598330926014,-0.132941151513227
Drink Alcohol,1,-0.09603566802727524,-0.06654710168748224,0.04334640982873457,0.026840251365451113,0.09384363869341825,-0.11205567193797439,-0.0783146169292518,0.03081552058375695,0.01812788755245144,0.08506736526860795,-0.0800156641165761,-0.054779586445712666,0.05587729907371219,0.035552615178450785,0.10261991211822855
Education,0,0.7293361112646856,0.10511849209612967,-0.25683198519682743,-0.4347988098942297,-0.7252878655889009,0.592675455367632,0.029649280200224448,-0.45710056539746097,-0.5650418888111721,-0.9201311175482985,0.8659967671617391,0.1805877039920349,-0.05656340499619389,-0.3045557309772872,-0.5304446136295033
Education,0,0.7341592765818873,0.061895632787641104,-0.18472645519937092,-0.4750197892249425,-0.6701671379408808,0.5918948349940674,-0.02110244811070016,-0.29757880054567243,-0.6285242223196186,-0.8299444236275325,0.8764237181697072,0.14489371368598236,-0.07187410985306938,-0.3215153561302664,-0.5103898522542291
Education,1,0.7055591742257673,0.08355227112214553,-0.1759105818223218,-0.4626857711861233,-0.6378333450367986,0.5401028093851551,0.007409501605499691,-0.2973325564057334,-0.6266694316851616,-0.8083079156446282,0.8710155390663795,0.15969504063879136,-0.05448860723891022,-0.29870211068708497,-0.4673587744289689
Education,2,0.7055591742257673,0.08355227112214553,-0.1759105818223218,-0.4626857711861233,-0.6378333450367986,0.5401028093851551,0.007409501605499691,-0.2973325564057334,-0.6266694316851616,-0.8083079156446282,0.8710155390663795,0.15969504063879136,-0.05448860723891022,-0.29870211068708497,-0.4673587744289689
Education,4,0.5792944101267475,0.09708521085700508,-0.06949363176336905,-0.2933772576522928,-0.6872174734497636,0.4576504928778651,0.056004404959415624,-0.14283051197466418,-0.41015187834586964,-0.8635163919901105,0.70093832737563,0.13816601675459456,0.003843248447926065,-0.17660263695871592,-0.5109185549094166
Education,5,0.4819491170119128,0.11622592876595994,-0.024388999879174623,-0.1926632094820041,-0.6623975961969002,0.4305783690424713,0.07345296026475667,-0.05446751399150994,-0.24102763769300284,-0.8224622749653694,0.5333198649813542,0.1589988972671632,0.005689514233160692,-0.14429878127100537,-0.502332917428431
Education,6,0.48475125875061387,0.11449999054066132,-0.02741675711298327,-0.18966742922638813,-0.6681258816402751,0.4302027374216767,0.06673931530937088,-0.06084475624245652,-0.2409271099190273,-0.8329779916548783,0.539299780079551,0.16226066577195175,0.006011242016489983,-0.13840774853374896,-0.5032737716256719
Education,7,0.4699339940558226,0.11262685604832451,-0.022143479923459726,-0.17286981017493508,-0.641402156056892,0.42244832159476375,0.07507191377220052,-0.0466046019894949,-0.21827152618830478,-0.7817255297700954,0.5174196665168814,0.1501817983244485,0.0023176421425754427,-0.12746809416156538,-0.5010787823436886
Education,8,0.3155932230327245,0.07621345603826918,0.0585317361432461,-0.10049930499881277,-0.474256100054395,0.27082623210014767,0.04865077226660769,0.04330464951250017,-0.1284734978698391,-0.575565828009005,0.3603602139653014,0.10377613980993067,0.07375882277399204,-0.07252511212778641,-0.37294637209978504
Education,9,0.30806370607134437,0.07466059205696807,0.06396235630853143,-0.09750388857275166,-0.4760036658358078,0.2623661921002877,0.04622196121608377,0.05060051503681155,-0.12748385398774822,-0.584899471015051,0.353761220042401,0.10309922289785237,0.07732419758025132,-0.0675239231577551,-0.3671078606565645
Education,10,0.31009358079260874,0.059437277552841596,0.0848204157540435,-0.1013422463524539,-0.4888114027621926,0.2636904961248438,0.03075961261462222,0.05134351330806295,-0.13137646166343062,-0.6111291404771209,0.3564966654603737,0.08811494249106097,0.11829731820002407,-0.07130803104147719,-0.36649366504726427
Education,11,0.09661342617331997,0.08676748363381856,0.05519672165778066,-0.01231911560645152,-0.16765312075550104,0.07968608222215662,0.07141016748015433,0.04163662955491314,-0.023183432639314036,-0.2136118446752874,0.11354077012448333,0.10212479978748279,0.06875681376064818,-0.0014547985735890012,-0.12169439683571467
Education,12,-0.09897574887401897,0.000505042742292721,-0.06672632171869,0.0888915677194895,0.17425861890424488,-0.12592617430814335,-0.026736381815040313,-0.09491351098660354,0.0611096948198144,0.1481755069861161,-0.0720253234398946,0.027746467299625755,-0.03853913245077646,0.1166734406191646,0.20034173082237366
Education,13,-0.11179836526024525,0.0008756351376850002,-0.020687388416663066,0.03586860375702648,0.18980355713102376,-0.13802690473240745,-0.022284398447197297,-0.030629051413554195,0.016109147078010713,0.16877580939591258,-0.08556982578808305,0.0240356687225673,-0.010745725419771937,0.05562806043604225,0.21083130486613494
Education,14,-0.10151361001788106,-0.005277276917936034,-0.01306997130211252,0.030421136478437746,0.18517273423331887,-0.1220263278365717,-0.0294873670508761,-0.02881993918691457,0.007316653094324142,0.16236263052925648,-0.08100089219919042,0.01893281321500403,0.0026799965826895308,0.053525619862551346,0.20798283793738126
Education,15,-0.26084033021679154,-0.13748024293317396,-0.03191907447014317,0.06607554187430016,0.37109025540211044,-0.3278637553035455,-0.1742613379528703,-0.044453944769615145,0.05614412171501344,0.3237187933233826,-0.19381690513003755,-0.10069914791347762,-0.019384204170671198,0.07600696203358688,0.41846171748083827
Education,16,-0.3547347360952535,-0.2226782296216965,-0.08810638094472571,0.0825288273530871,0.5043565944375653,-0.44624796586695925,-0.26480447187288536,-0.11107051151401975,0.06592295978615889,0.4338404072200177,-0.2632215063235478,-0.18055198737050768,-0.06514225037543167,0.09913469492001531,0.5748727816551129
Smoking,0,-0.026579424021415506,-0.0005957157940068667,0.0030894715550431736,0.006819750439735059,0.017940529144183114,-0.03671397893532325,-0.005460095914441396,-0.0012140096235075774,-0.0009474477446852403,0.014718215940292685,-0.01644486910750776,0.004268664326427663,0.007392952733593925,0.014586948624155358,0.021162842348073543
Smoking,1,0.1289660456299606,0.0028904731047022254,-0.014990427528419566,-0.033090116839521205,-0.0870492565365658,0.08857075162332613,-0.020030409040026294,-0.03653789101954605,-0.07250940165405648,-0.10653563177093148,0.1693613396365951,0.025811355249430748,0.0065570359627069134,0.006329167975014059,-0.06756288130220012
Age,60,-0.2596300927566435,-0.0925950707998707,0.007024135934484648,0.1495918686379957,0.24131908026846585,-0.32759994912270946,-0.12020331992620867,-0.012509843131212228,0.12292140097688463,0.20398185458537038,-0.19166023639057755,-0.06498682167353273,0.02655811500018152,0.17626233629910676,0.2786563059515613
Age,60,-0.2596300927566435,-0.0925950707998707,0.007024135934484648,0.1495918686379957,0.24131908026846585,-0.32759994912270946,-0.12020331992620867,-0.012509843131212228,0.12292140097688463,0.20398185458537038,-0.19166023639057755,-0.06498682167353273,0.02655811500018152,0.17626233629910676,0.2786563059515613
Age,61,-0.25185934436733876,-0.11730623408588946,0.010133372655821794,0.15585210183995865,0.2471384521405129,-0.31047502592926673,-0.15563636157418664,-0.007164892850587787,0.12398610018102246,0.2023048801079334,-0.19324366280541078,-0.07897610659759227,0.027431638162231375,0.18771810349889484,0.29197202417309237
Age,62,-0.25185934436733876,-0.11730623408588946,0.010133372655821794,0.15585210183995865,0.2471384521405129,-0.31047502592926673,-0.15563636157418664,-0.007164892850587787,0.12398610018102246,0.2023048801079334,-0.19324366280541078,-0.07897610659759227,0.027431638162231375,0.18771810349889484,0.29197202417309237
